prompt_text,measure_id,measure_name,scale_id,item_id,item_preamble_id,item_postamble_id,response_scale_id,response_choice_postamble_id,model_id,model_output,valid_prob_mass,logprob_1,logprob_2,logprob_3,logprob_4,logprob_5
"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I'm a truck driver. My wife and two kids camp with me."". Thinking about the statement, ""Worries a lot"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-NEU,bf19,d41-th2,plk-bfi-9,likert5_numeric,none,llama2:7b-chat,5,0.9185918185524118,-5.232378005981445,-8.577011108398438,-2.6156504154205322,-2.4299795627593994,-0.28514692187309265
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Considering the statement, ""I believe in the importance of art"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip8,d26-cs6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9332403639569817,-4.601365089416504,-6.59431266784668,-0.9843637943267822,-2.072387933731079,-0.8621046543121338
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Considering the statement, ""I excel in what I do"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip35,d26-cs6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9355904410836045,-4.993056774139404,-7.112865924835205,-1.2429068088531494,-1.7465403079986572,-0.7655661702156067
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Considering the statement, ""I like order"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip10,d26-cs6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9717169974568287,-5.000914096832275,-7.216545581817627,-1.596691370010376,-1.7045652866363525,-0.5450137257575989
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Considering the statement, ""[REDACTED]"", please rate how much you agree that this describes you on a scale from 1 to 5 (where 1 = ""strongly disagree"", 2 = ""disagree"", 3 = ""neither agree nor disagree"", 4 = ""agree"", 5 = ""strongly agree"").

RATING: ",SSCS,Short Scale of Creative Self,CPI,sscs2,d26-cs6,plk-sscs-9,likert5_numeric,none,llama2:7b-chat,5,0.9410766290974162,-5.041822910308838,-8.508493423461914,-2.375906467437744,-1.8827004432678223,-0.3720727264881134
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Reflecting on the statement, ""I am able to control my cravings"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip231,d26-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9862240586397245,-5.508721828460693,-7.893626689910889,-1.2634023427963257,-2.078334331512451,-0.5551770925521851
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Reflecting on the statement, ""I am easy to satisfy"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip19,d26-rf2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.977059865993815,-6.007824897766113,-7.445289611816406,-1.2424676418304443,-1.7377965450286865,-0.674447774887085
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Reflecting on the statement, ""I don't like crowded events"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip217,d26-rf2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9379614885546049,-5.874118328094482,-7.742495059967041,-2.055624485015869,-1.509462833404541,-0.5349907875061035
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Reflecting on the statement, ""I get irritated easily"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip36,d26-rf2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,3,0.9492443927049989,-4.45730447769165,-6.259277820587158,-0.7388730645179749,-1.999351978302002,-1.13114595413208
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Reflecting on the statement, ""I seek quiet"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip277,d26-rf2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9413842407976335,-4.7144317626953125,-7.870815277099609,-1.8569180965423584,-1.7882707118988037,-0.4965360760688782
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Reflecting on the statement, ""I seldom toot my own horn"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip114,d26-rf2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.970026380616343,-4.895168304443359,-6.510536193847656,-1.1369612216949463,-1.9053404331207275,-0.7103102207183838
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Reflecting on the statement, ""Worries a lot"", please rate how much you agree or disagree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-NEU,bf19,d26-rf2,plk-bfi-109,likert5_numeric,none,llama2:7b-chat,5,0.9529571190374029,-3.75347900390625,-7.515092849731445,-1.5893632173538208,-2.4559879302978516,-0.44762811064720154
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Regarding the statement, ""Can be kind of careless"", please rate how much you agree or disagree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-CON,bf8,d26-rg6,plk-bfi-109,likert5_numeric,none,llama2:7b-chat,5,0.9765157690320243,-3.3986597061157227,-7.069764137268066,-1.382981300354004,-2.030247688293457,-0.5796137452125549
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Regarding the statement, ""I act without thinking"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip270,d26-rg6,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.968156551044868,-5.171875,-8.10708236694336,-2.349994659423828,-1.597904086112976,-0.4087332785129547
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Regarding the statement, ""I break my promises"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip195,d26-rg6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9386111757581984,-4.207299709320068,-6.683406352996826,-1.3834930658340454,-1.8255935907363892,-0.672071099281311
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Regarding the statement, ""I love life"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip147,d26-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9901344954047685,-5.990941524505615,-8.637174606323242,-2.303079128265381,-1.6008087396621704,-0.37721022963523865
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Regarding the statement, ""I seek to influence others"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip102,d26-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9829903304961517,-4.770933628082275,-7.936146259307861,-1.7280497550964355,-1.5722594261169434,-0.5294069647789001
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Regarding the statement, ""[REDACTED]"", please rate your level of agreement on a scale from 1 to 5, (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,NA,panas13,d26-rg6,plk-panas-3,likert5_numeric,none,llama2:7b-chat,5,0.9486866210430092,-5.623480796813965,-8.003414154052734,-2.4512786865234375,-1.3625470399856567,-0.5065861940383911
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Thinking about the statement, ""I don't know why I do some of the things I do"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip51,d26-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9021167343642457,-6.012698173522949,-7.718571662902832,-2.192812919616699,-1.3881139755249023,-0.6197538375854492
"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work."". Thinking about the statement, ""I think that all will be well"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip154,d26-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9181105937372354,-5.6143951416015625,-7.78249454498291,-1.881399154663086,-1.4877681732177734,-0.6240024566650391
